Graph Ids,C2,C3,G\_N2V,G\_N2V*,G\_HOPE,G\_SDNE,G\_SDNE*,G\_SPEC,GUROBI OPTIMAL,GUROBI TIME
incgraph\_13\_0.06\_5\_30\_1.60\_10\_2,3902.83,3893.47,3893.47,3895.37,3897.07,3898.47,3895.97,3893.27,3861,13.26
incgraph\_13\_0.17\_5\_30\_1.20\_1\_2,16509.17,16508.33,16513.1,16510.27,16509.17,16507.5,16506.67,16508.33,16485,8173
incgraph\_13\_0.17\_5\_30\_1.20\_2\_2,22497.0,22507.8,22497.3,22497.2,22497.6,22497.5,22497.33,22497.0,22497,10685
incgraph\_13\_0.17\_5\_30\_1.20\_5\_2,4452.27,4450.2,4450.9,4450.27,4450.4,4452.03,4451.07,4450.87,4450,2961
incgraph\_13\_0.17\_5\_30\_1.20\_7\_2,13891.8,13880.0,13877.57,13877.53,13876.97,13875.3,13875.23,13875.57,13875,8127
incgraph\_13\_0.17\_5\_30\_1.20\_8\_2,4052.4,4043.33,4046.63,4048.07,4038.63,4043.7,4040.8,4037.53,4034,2702
incgraph\_13\_0.17\_5\_30\_1.20\_10\_2,13152.73,13147.63,13146.87,13146.87,13146.0,13146.13,13146.73,13146.0,13146,6593
incgraph\_13\_0.17\_5\_30\_1.60\_1\_2,26225.77,26275.97,26231.63,26230.3,26228.2,26227.63,26229.9,26227.97,26213,46098
incgraph\_13\_0.17\_5\_30\_1.60\_2\_2,35722.17,35714.37,35692.97,35694.57,35693.37,35698.27,35696.67,35693.0,35624,90.15
incgraph\_13\_0.17\_5\_30\_1.60\_3\_2,19878.57,19891.43,19850.13,19843.33,19855.37,19849.07,19853.37,19846.4,19749,1704573
incgraph\_13\_0.17\_5\_30\_1.60\_4\_2,15000.43,15004.97,15001.9,15000.7,15003.5,15001.1,15001.5,15000.1,14985,34248
incgraph\_13\_0.17\_5\_30\_1.60\_5\_2,6996.8,7030.97,6996.53,6996.63,6996.1,6996.6,6994.97,6997.17,6983,15093
incgraph\_13\_0.17\_5\_30\_1.60\_6\_2,19560.73,19572.0,19561.77,19563.23,19562.0,19569.1,19567.77,19563.5,19525,24308
incgraph\_13\_0.17\_5\_30\_1.60\_7\_2,21600.57,21619.87,21603.27,21602.2,21605.77,21603.77,21601.73,21601.93,21579,120759
incgraph\_13\_0.17\_5\_30\_1.60\_8\_2,6335.47,6300.53,6309.07,6315.1,6306.43,6300.17,6299.17,6312.27,6249,8493
incgraph\_13\_0.17\_5\_30\_1.60\_9\_2,7458.17,7428.07,7442.4,7435.33,7429.13,7434.73,7433.13,7439.17,7393,92113
incgraph\_13\_0.17\_5\_30\_1.60\_10\_2,20950.83,20928.33,20909.57,20910.33,20915.33,20929.1,20922.7,20922.3,20812,78006
incgraph\_13\_0.30\_5\_30\_1.20\_1\_2,49197.0,49201.13,49197.0,49197.0,49197.0,49196.93,49196.97,49197.0,49196,19908
incgraph\_13\_0.30\_5\_30\_1.20\_2\_2,70965.0,70986.77,70965.03,70965.0,70965.0,70965.0,70965.03,70965.03,70965,28357
incgraph\_13\_0.30\_5\_30\_1.20\_5\_2,14073.93,14071.1,14072.7,14072.77,14072.7,14071.87,14072.77,14072.4,14068,8366
incgraph\_13\_0.30\_5\_30\_1.20\_7\_2,41826.37,41823.5,41817.7,41818.07,41821.87,41819.23,41820.0,41821.63,41807,16002
incgraph\_13\_0.30\_5\_30\_1.20\_8\_2,12727.0,12727.5,12727.0,12727.0,12727.0,12727.0,12727.0,12727.0,12727,5239
incgraph\_13\_0.30\_5\_30\_1.20\_10\_2,41411.03,41345.0,41337.7,41335.63,41361.2,41367.6,41364.73,41369.27,41315,13.41
incgraph\_13\_0.30\_5\_30\_1.60\_1\_2,82126.2,82192.53,82107.33,82099.73,82101.27,82102.93,82099.7,82103.97,82082,2000245
incgraph\_13\_0.30\_5\_30\_1.60\_2\_2,115504.3,115426.4,115479.67,115477.7,115461.23,115475.27,115482.6,115469.73,115323,2843848
incgraph\_13\_0.30\_5\_30\_1.60\_3\_2,60292.4,60321.57,60285.67,60285.4,60282.27,60282.13,60281.67,60278.9,60259,692638
incgraph\_13\_0.30\_5\_30\_1.60\_4\_2,47454.1,47451.23,47467.93,47464.2,47449.77,47461.2,47462.47,47457.6,47365,391302
incgraph\_13\_0.30\_5\_30\_1.60\_5\_2,23531.17,23474.13,23496.1,23492.97,23490.2,23495.13,23493.1,23503.53,23436,75168
incgraph\_13\_0.30\_5\_30\_1.60\_6\_2,62201.33,62159.9,62193.6,62205.83,62204.9,62183.5,62192.87,62174.9,61969,2151.66
incgraph\_13\_0.30\_5\_30\_1.60\_7\_2,69337.93,69422.83,69363.07,69356.23,69364.0,69368.73,69363.23,69360.0,69315,12506337
incgraph\_13\_0.30\_5\_30\_1.60\_8\_2,20974.57,20907.27,20958.07,20958.73,20957.3,20966.27,20943.97,20970.07,20815,346679
incgraph\_13\_0.30\_5\_30\_1.60\_9\_2,23883.47,23920.07,23885.8,23883.9,23887.5,23884.57,23883.5,23885.2,23875,161907
incgraph\_13\_0.30\_5\_30\_1.60\_10\_2,69046.37,69112.37,69070.6,69068.33,69071.07,69090.47,69089.87,69075.6,68989,1517916
,,,,,,,,,,
incgraph\_20\_0.06\_5\_30\_1.20\_1\_2,5386.9,5384.5,5365.87,5366.97,5377.8,5380.1,5380.33,5378.33,5348,7841
incgraph\_20\_0.06\_5\_30\_1.20\_2\_2,4788.1,4772.47,4783.1,4780.07,4783.9,4782.33,4790.0,4782.63,4762,7087
incgraph\_20\_0.06\_5\_30\_1.20\_5\_2,2929.8,2932.83,2930.87,2930.53,2930.67,2930.87,2930.63,2930.53,2929,3895
incgraph\_20\_0.06\_5\_30\_1.20\_7\_2,4664.0,4655.13,4664.17,4664.73,4665.43,4664.13,4663.57,4665.9,4645,6224
incgraph\_20\_0.06\_5\_30\_1.20\_8\_2,3821.37,3818.2,3821.2,3820.37,3820.43,3820.6,3819.17,3819.23,3816,5299
incgraph\_20\_0.06\_5\_30\_1.20\_10\_2,3845.57,3846.73,3844.9,3845.23,3845.1,3845.77,3845.5,3845.0,3842,6974
incgraph\_20\_0.06\_5\_30\_1.60\_1\_2,8569.4,8557.87,8565.07,8567.5,8563.5,8562.57,8568.43,8563.23,8461,59315
incgraph\_20\_0.06\_5\_30\_1.60\_2\_2,7975.43,7989.27,7966.73,7966.43,7970.9,7974.63,7970.37,7972.93,7894,69355
incgraph\_20\_0.06\_5\_30\_1.60\_3\_2,6308.47,6306.1,6300.27,6301.73,6303.27,6305.07,6303.0,6303.53,6275,34321
incgraph\_20\_0.06\_5\_30\_1.60\_4\_2,6690.83,6708.6,6691.0,6695.4,6693.57,6693.3,6691.2,6692.83,6647,32632
incgraph\_20\_0.06\_5\_30\_1.60\_5\_2,4510.33,4495.67,4501.83,4503.7,4508.9,4509.03,4507.23,4510.0,4435,13152
incgraph\_20\_0.06\_5\_30\_1.60\_6\_2,6394.57,6404.63,6399.03,6397.87,6395.4,6395.5,6397.83,6396.8,6323,36037
incgraph\_20\_0.06\_5\_30\_1.60\_7\_2,7403.2,7428.9,7396.8,7397.53,7395.73,7401.97,7399.2,7399.53,7363,29784
incgraph\_20\_0.06\_5\_30\_1.60\_8\_2,5906.4,5905.07,5902.63,5902.4,5902.7,5905.77,5903.63,5905.57,5864,26277
incgraph\_20\_0.06\_5\_30\_1.60\_9\_2,5668.3,5676.3,5668.27,5666.0,5665.73,5666.4,5665.4,5663.23,5604,40333
incgraph\_20\_0.06\_5\_30\_1.60\_10\_2,5654.53,5644.8,5648.43,5650.77,5648.13,5656.1,5658.93,5655.5,5588,30444
incgraph\_20\_0.17\_5\_30\_1.20\_1\_2,34735.77,34745.07,34738.47,34737.33,34735.97,34735.87,34736.9,34737.53,34733,17294
incgraph\_20\_0.17\_5\_30\_1.20\_2\_2,26651.47,26651.27,26668.2,26670.47,26664.23,26646.53,26652.47,26664.6,26609,13919
incgraph\_20\_0.17\_5\_30\_1.20\_5\_2,10384.13,10372.0,10380.2,10381.1,10377.8,10380.77,10379.23,10382.13,10372,7042
incgraph\_20\_0.17\_5\_30\_1.20\_7\_2,18336.43,18339.2,18337.7,18337.93,18336.87,18337.3,18337.37,18337.0,18334,12365
incgraph\_20\_0.17\_5\_30\_1.20\_8\_2,15310.87,15211.97,15300.23,15298.33,15304.43,15297.07,15301.13,15286.5,15201,10.32
incgraph\_20\_0.17\_5\_30\_1.20\_10\_2,15597.17,15586.13,15592.13,15592.73,15594.23,15595.13,15592.87,15592.07,15579,9417
incgraph\_20\_0.17\_5\_30\_1.60\_1\_2,56840.0,56863.5,56854.03,56865.87,56836.93,56838.73,56853.47,56858.8,56760,290683
incgraph\_20\_0.17\_5\_30\_1.60\_2\_2,41734.03,41668.9,41731.57,41718.8,41724.13,41732.1,41717.0,41722.7,41565,250688
incgraph\_20\_0.17\_5\_30\_1.60\_3\_2,24023.1,24023.57,24004.47,24003.03,24005.73,23999.57,23994.63,23998.77,23850,123015
incgraph\_20\_0.17\_5\_30\_1.60\_4\_2,32392.8,32350.23,32354.03,32323.63,32353.37,32315.93,32322.6,32311.5,32197,93641
incgraph\_20\_0.17\_5\_30\_1.60\_5\_2,16044.93,16046.1,16042.67,16040.87,16040.17,16039.87,16042.2,16039.83,15983,56265
incgraph\_20\_0.17\_5\_30\_1.60\_6\_2,28033.43,28088.73,28040.67,28042.77,28043.1,28044.07,28027.43,28035.33,27902,324772
incgraph\_20\_0.17\_5\_30\_1.60\_7\_2,29075.17,29080.83,29045.37,29054.27,29045.37,29041.93,29034.97,29041.07,28970,309178
incgraph\_20\_0.17\_5\_30\_1.60\_8\_2,23173.9,23313.23,23190.9,23189.13,23193.57,23202.3,23192.1,23190.73,23138,68957
incgraph\_20\_0.17\_5\_30\_1.60\_9\_2,18889.07,18943.7,18911.13,18909.3,18898.17,18899.43,18893.8,18899.87,18847,80028
incgraph\_20\_0.17\_5\_30\_1.60\_10\_2,23718.03,23801.03,23719.3,23720.47,23727.73,23718.47,23726.13,23725.2,23666,79232
incgraph\_20\_0.30\_5\_30\_1.20\_1\_2,108679.47,108657.93,108684.97,108683.17,108681.5,108673.53,108658.1,108668.87,108608,42123
incgraph\_20\_0.30\_5\_30\_1.20\_2\_2,80004.2,79930.07,79919.3,79917.27,79909.2,79903.33,79908.7,79913.03,79877,29679
incgraph\_20\_0.30\_5\_30\_1.20\_5\_2,30779.83,30780.7,30758.17,30762.83,30753.67,30748.17,30754.47,30757.87,30704,11605
incgraph\_20\_0.30\_5\_30\_1.20\_7\_2,57729.37,57488.4,57646.17,57640.53,57664.27,57646.37,57652.9,57653.83,57480,23145
incgraph\_20\_0.30\_5\_30\_1.20\_8\_2,46501.0,46422.23,46498.97,46494.13,46496.0,46509.63,46511.53,46496.3,46387,19013
incgraph\_20\_0.30\_5\_30\_1.20\_10\_2,47320.7,47281.0,47291.17,47292.6,47290.43,47284.13,47284.4,47290.0,47281,19834
incgraph\_20\_0.30\_5\_30\_1.60\_1\_2,177556.27,177505.37,177528.6,177531.1,177534.97,177516.53,177532.47,177540.07,177271,1929801
incgraph\_20\_0.30\_5\_30\_1.60\_2\_2,131571.73,132053.4,131577.9,131581.4,131585.77,131584.63,131585.73,131582.27,131476,5765789
incgraph\_20\_0.30\_5\_30\_1.60\_3\_2,73953.93,74113.07,73961.77,73973.07,73988.37,73975.7,73980.63,73974.6,73847,1046485
incgraph\_20\_0.30\_5\_30\_1.60\_4\_2,98983.3,98897.6,98956.47,98950.37,98937.87,98934.93,98952.0,98946.13,98736,863.53
incgraph\_20\_0.30\_5\_30\_1.60\_5\_2,50568.5,50586.67,50554.2,50554.03,50554.47,50547.73,50550.2,50555.27,50486,660.4
incgraph\_20\_0.30\_5\_30\_1.60\_6\_2,87195.37,87280.87,87058.53,87051.2,87074.7,87104.97,87069.23,87066.87,86998,1277543
incgraph\_20\_0.30\_5\_30\_1.60\_7\_2,93975.97,94070.37,94025.8,94025.87,94020.13,94047.7,94042.4,94036.67,93897,1255703
incgraph\_20\_0.30\_5\_30\_1.60\_8\_2,75930.93,75742.87,75785.53,75764.47,75739.27,75789.23,75773.4,75743.03,75582,667.14
incgraph\_20\_0.30\_5\_30\_1.60\_9\_2,57426.27,57525.23,57405.23,57404.53,57408.23,57405.87,57406.87,57407.67,57379,602263
incgraph\_20\_0.30\_5\_30\_1.60\_10\_2,77335.2,77401.97,77323.93,77325.87,77325.77,77322.33,77321.33,77330.8,77268,6334939
,,,,,,,,,,
incgraph\_2\_0.06\_5\_30\_1.20\_1\_3,197.0,197.4,197.0,197.0,197.0,197.0,197.0,197.0,197,1486
incgraph\_2\_0.06\_5\_30\_1.20\_2\_3,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264,567
incgraph\_2\_0.06\_5\_30\_1.20\_3\_3,309.0,302.23,309.0,309.0,309.0,309.0,309.0,309.0,297,714
incgraph\_2\_0.06\_5\_30\_1.20\_4\_3,352.0,352.0,352.0,352.0,352.0,352.0,352.0,352.0,352,604
incgraph\_2\_0.06\_5\_30\_1.20\_6\_3,349.0,352.87,349.0,349.0,349.0,349.0,349.0,349.0,349,773
incgraph\_2\_0.06\_5\_30\_1.20\_7\_3,318.0,318.0,318.0,318.0,318.0,318.0,318.0,318.0,318,846
incgraph\_2\_0.06\_5\_30\_1.20\_8\_3,96.57,96.0,97.0,96.9,97.0,96.1,96.03,97.0,96,186
incgraph\_2\_0.06\_5\_30\_1.20\_10\_3,118.0,122.27,118.0,118.0,118.0,118.0,118.0,118.0,118,333
incgraph\_2\_0.06\_5\_30\_1.60\_1\_3,231.0,231.0,231.0,231.0,231.0,231.0,231.0,231.0,231,993
incgraph\_2\_0.06\_5\_30\_1.60\_2\_3,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315,1497
incgraph\_2\_0.06\_5\_30\_1.60\_3\_3,341.0,337.13,340.9,340.8,340.13,340.1,340.37,339.53,336,1919
incgraph\_2\_0.06\_5\_30\_1.60\_4\_3,413.0,413.0,413.0,413.0,413.0,413.0,413.0,413.0,413,1.62
incgraph\_2\_0.06\_5\_30\_1.60\_5\_3,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47,273
incgraph\_2\_0.06\_5\_30\_1.60\_6\_3,611.5,611.27,611.23,611.2,611.4,611.77,611.8,611.53,611,2226
incgraph\_2\_0.06\_5\_30\_1.60\_7\_3,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474,2255
incgraph\_2\_0.06\_5\_30\_1.60\_8\_3,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121,522
incgraph\_2\_0.06\_5\_30\_1.60\_9\_3,198.0,198.0,198.0,198.0,198.0,198.0,198.0,198.0,198,1102
incgraph\_2\_0.06\_5\_30\_1.60\_10\_3,205.0,205.0,205.0,205.0,205.03,205.63,205.5,205.0,205,841
incgraph\_2\_0.17\_5\_30\_1.20\_1\_3,1143.0,1143.0,1143.0,1143.0,1143.0,1143.0,1143.0,1143.0,1143,674
incgraph\_2\_0.17\_5\_30\_1.20\_2\_3,962.0,962.0,962.0,962.0,962.0,962.0,962.0,962.0,962,806
incgraph\_2\_0.17\_5\_30\_1.20\_3\_3,1078.53,1080.13,1081.2,1080.13,1084.93,1077.47,1076.93,1085.47,1070,886
incgraph\_2\_0.17\_5\_30\_1.20\_4\_3,2091.0,2089.2,2091.0,2091.0,2091.0,2091.0,2091.0,2091.0,2089,1156
incgraph\_2\_0.17\_5\_30\_1.20\_6\_3,3016.0,3016.0,3016.0,3016.0,3016.0,3016.0,3016.0,3016.0,3016,1.42
incgraph\_2\_0.17\_5\_30\_1.20\_7\_3,3097.0,3097.0,3098.03,3098.03,3098.03,3097.0,3098.03,3097.0,3097,1603
incgraph\_2\_0.17\_5\_30\_1.20\_8\_3,351.0,351.0,351.0,351.0,351.0,351.0,351.0,351.0,351,279
incgraph\_2\_0.17\_5\_30\_1.20\_10\_3,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404.0,404,446
incgraph\_2\_0.17\_5\_30\_1.60\_1\_3,1683.63,1657.47,1708.73,1690.8,1659.37,1673.2,1677.3,1656.9,1651,1.58
incgraph\_2\_0.17\_5\_30\_1.60\_2\_3,1594.03,1594.0,1594.0,1594.03,1594.0,1594.0,1594.0,1594.0,1594,1984
incgraph\_2\_0.17\_5\_30\_1.60\_3\_3,1483.0,1410.03,1449.77,1436.17,1413.13,1455.87,1453.47,1440.0,1410,2394
incgraph\_2\_0.17\_5\_30\_1.60\_4\_3,3198.0,3198.0,3198.4,3198.0,3198.0,3198.4,3198.13,3198.0,3198,3.26
incgraph\_2\_0.17\_5\_30\_1.60\_5\_3,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51,263
incgraph\_2\_0.17\_5\_30\_1.60\_6\_3,4575.37,4579.9,4574.83,4574.97,4575.1,4575.13,4575.07,4574.83,4574,3529
incgraph\_2\_0.17\_5\_30\_1.60\_7\_3,5205.0,5205.03,5205.07,5205.1,5205.03,5205.07,5205.0,5205.03,5205,5433
incgraph\_2\_0.17\_5\_30\_1.60\_8\_3,592.67,592.0,600.67,596.87,593.13,594.87,594.67,592.0,592,0.89
incgraph\_2\_0.17\_5\_30\_1.60\_9\_3,198.0,198.0,198.0,198.0,198.0,198.0,198.0,198.0,198,1209
incgraph\_2\_0.17\_5\_30\_1.60\_10\_3,605.0,605.0,605.2,605.27,606.2,605.73,605.6,605.73,605,956
incgraph\_2\_0.30\_5\_30\_1.20\_1\_3,3380.0,3380.0,3380.0,3380.0,3380.0,3380.0,3380.0,3380.0,3380,1499
incgraph\_2\_0.30\_5\_30\_1.20\_2\_3,3530.67,3526.0,3526.0,3526.0,3526.0,3531.83,3530.67,3526.0,3526,1249
incgraph\_2\_0.30\_5\_30\_1.20\_3\_3,3639.6,3612.0,3673.33,3658.0,3704.0,3612.0,3612.0,3612.0,3612,1404
incgraph\_2\_0.30\_5\_30\_1.20\_4\_3,6500.17,6462.0,6529.47,6526.57,6547.07,6538.27,6538.33,6520.8,6462,2697
incgraph\_2\_0.30\_5\_30\_1.20\_6\_3,8343.0,8346.7,8343.0,8343.0,8343.0,8343.0,8343.0,8343.0,8343,3594
incgraph\_2\_0.30\_5\_30\_1.20\_7\_3,9677.0,9677.0,9677.0,9677.0,9677.0,9677.0,9677.0,9677.0,9677,3904
incgraph\_2\_0.30\_5\_30\_1.20\_8\_3,1340.0,1340.0,1340.0,1340.0,1340.0,1340.0,1340.0,1340.0,1340,583
incgraph\_2\_0.30\_5\_30\_1.20\_10\_3,1367.0,1367.0,1367.0,1367.0,1367.0,1367.0,1367.0,1367.0,1367,789
incgraph\_2\_0.30\_5\_30\_1.60\_1\_3,5249.8,5124.33,5233.97,5233.73,5160.1,5150.3,5179.07,5162.93,5119,3302
incgraph\_2\_0.30\_5\_30\_1.60\_2\_3,5239.23,5271.17,5239.63,5239.47,5239.43,5239.97,5240.03,5239.27,5239,3909
incgraph\_2\_0.30\_5\_30\_1.60\_3\_3,5696.7,5691.37,5691.4,5691.33,5691.07,5691.03,5691.03,5691.3,5691,4254
incgraph\_2\_0.30\_5\_30\_1.60\_4\_3,10282.23,10289.2,10287.23,10285.6,10283.8,10283.37,10283.1,10288.93,10282,38508
incgraph\_2\_0.30\_5\_30\_1.60\_5\_3,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274,324
incgraph\_2\_0.30\_5\_30\_1.60\_6\_3,12811.0,12814.4,12811.0,12811.0,12811.0,12811.0,12811.0,12811.0,12811,9872
incgraph\_2\_0.30\_5\_30\_1.60\_7\_3,16158.17,16009.0,16073.2,16071.47,16046.37,16052.6,16048.97,16049.37,16009,12653
incgraph\_2\_0.30\_5\_30\_1.60\_8\_3,1897.03,1889.3,1889.0,1888.5,1889.2,1890.2,1889.4,1890.37,1888,1794
incgraph\_2\_0.30\_5\_30\_1.60\_9\_3,582.0,574.5,582.0,582.0,582.0,582.0,582.0,582.0,567,1151
incgraph\_2\_0.30\_5\_30\_1.60\_10\_3,2253.0,2253.0,2253.0,2253.0,2253.0,2253.0,2253.0,2253.0,2253,1492
,,,,,,,,,,
incgraph\_6\_0.06\_5\_30\_1.20\_2\_3,1208.17,1208.0,1208.0,1208.0,1208.0,1208.0,1208.0,1208.0,1208,1885
incgraph\_6\_0.06\_5\_30\_1.20\_3\_3,1762.43,1758.2,1760.0,1759.73,1762.13,1758.8,1758.83,1761.33,1758,2499
incgraph\_6\_0.06\_5\_30\_1.20\_8\_3,520.17,524.0,522.17,522.17,520.33,520.0,520.33,520.33,520,676
incgraph\_6\_0.06\_5\_30\_1.20\_10\_3,1173.0,1173.0,1173.0,1173.0,1173.0,1173.0,1173.0,1173.0,1173,1454
incgraph\_6\_0.06\_5\_30\_1.60\_1\_3,1310.43,1304.67,1302.23,1302.3,1305.6,1305.7,1305.8,1306.0,1288,5563
incgraph\_6\_0.06\_5\_30\_1.60\_2\_3,1654.8,1646.17,1646.93,1652.33,1650.4,1649.5,1648.63,1652.57,1606,10221
incgraph\_6\_0.06\_5\_30\_1.60\_3\_3,2606.27,2611.77,2603.97,2597.8,2598.37,2604.47,2608.27,2600.17,2561,10213
incgraph\_6\_0.06\_5\_30\_1.60\_4\_3,1616.6,1606.73,1616.1,1614.77,1613.4,1611.3,1609.07,1613.53,1597,6418
incgraph\_6\_0.06\_5\_30\_1.60\_5\_3,602.6,600.97,605.1,606.23,600.73,603.63,604.13,600.03,595,4302
incgraph\_6\_0.06\_5\_30\_1.60\_6\_3,1576.53,1575.73,1578.2,1578.23,1576.8,1576.07,1577.1,1576.63,1567,12927
incgraph\_6\_0.06\_5\_30\_1.60\_7\_3,1884.8,1870.3,1882.13,1880.53,1880.47,1883.33,1881.47,1877.03,1848,13556
incgraph\_6\_0.06\_5\_30\_1.60\_8\_3,746.93,745.33,744.67,744.1,745.9,745.43,744.13,745.3,738,3725
incgraph\_6\_0.06\_5\_30\_1.60\_9\_3,1210.57,1203.87,1205.43,1207.27,1205.77,1204.93,1204.9,1205.13,1203,5895
incgraph\_6\_0.06\_5\_30\_1.60\_10\_3,1873.27,1872.13,1870.97,1870.8,1873.73,1872.1,1871.3,1872.47,1864,7404
incgraph\_6\_0.17\_5\_30\_1.20\_2\_3,5824.0,5793.37,5793.87,5793.6,5793.13,5793.4,5793.47,5793.13,5793,3684
incgraph\_6\_0.17\_5\_30\_1.20\_3\_3,11873.37,11750.0,11790.03,11787.63,11795.1,11770.07,11765.03,11797.53,11750,6566
incgraph\_6\_0.17\_5\_30\_1.20\_8\_3,1847.2,1847.13,1847.0,1847.0,1847.1,1847.03,1847.03,1847.03,1847,1374
incgraph\_6\_0.17\_5\_30\_1.20\_10\_3,5594.0,5594.0,5594.0,5594.0,5594.0,5594.0,5594.0,5594.0,5594,3014
incgraph\_6\_0.17\_5\_30\_1.60\_1\_3,7401.8,7421.8,7395.0,7389.83,7398.23,7418.47,7416.6,7400.43,7360,15091
incgraph\_6\_0.17\_5\_30\_1.60\_2\_3,9185.87,9168.03,9173.27,9173.23,9177.0,9179.8,9177.87,9174.93,9144,54806
incgraph\_6\_0.17\_5\_30\_1.60\_3\_3,19532.47,19457.97,19458.57,19458.57,19456.4,19456.83,19456.53,19452.97,19444,89247
incgraph\_6\_0.17\_5\_30\_1.60\_4\_3,9956.4,9918.63,9934.23,9936.13,9944.37,9930.53,9936.8,9935.33,9906,28339
incgraph\_6\_0.17\_5\_30\_1.60\_5\_3,1476.27,1472.57,1476.47,1475.2,1476.13,1476.17,1476.5,1476.1,1471,2693
incgraph\_6\_0.17\_5\_30\_1.60\_6\_3,9532.27,9345.7,9350.7,9350.57,9345.5,9350.6,9351.37,9346.13,9333,28.2
incgraph\_6\_0.17\_5\_30\_1.60\_7\_3,10804.07,10808.77,10803.97,10803.13,10803.37,10804.0,10803.53,10803.93,10797,71438
incgraph\_6\_0.17\_5\_30\_1.60\_8\_3,2817.47,2819.7,2817.63,2817.73,2816.9,2817.83,2817.77,2817.97,2816,4528
incgraph\_6\_0.17\_5\_30\_1.60\_9\_3,1900.27,1891.13,1895.67,1895.8,1897.0,1898.13,1896.67,1895.7,1890,8663
incgraph\_6\_0.17\_5\_30\_1.60\_10\_3,8899.9,8906.27,8900.3,8902.77,8896.63,8901.6,8900.53,8900.73,8880,47.49
incgraph\_6\_0.30\_5\_30\_1.20\_2\_3,17983.0,17889.0,17889.0,17889.0,17889.0,17891.67,17889.0,17889.0,17889,7.46
incgraph\_6\_0.30\_5\_30\_1.20\_3\_3,36491.0,36491.0,36491.0,36491.0,36491.0,36491.0,36491.0,36491.0,36491,15633
incgraph\_6\_0.30\_5\_30\_1.20\_8\_3,5927.0,5925.0,5926.13,5925.6,5925.67,5926.8,5926.87,5925.93,5925,2.82
incgraph\_6\_0.30\_5\_30\_1.20\_10\_3,17234.0,17176.0,17206.2,17203.4,17206.27,17213.47,17215.67,17232.5,17176,7651
incgraph\_6\_0.30\_5\_30\_1.60\_1\_3,23103.0,23155.53,23106.23,23103.0,23104.5,23103.6,23103.53,23107.3,23086,122429
incgraph\_6\_0.30\_5\_30\_1.60\_2\_3,28009.67,28026.47,28009.3,28009.23,28009.7,28009.3,28011.63,28009.23,28008,794749
incgraph\_6\_0.30\_5\_30\_1.60\_3\_3,59497.0,59379.0,59395.2,59415.7,59459.67,59483.5,59439.07,59419.3,59359,10551957
incgraph\_6\_0.30\_5\_30\_1.60\_4\_3,29963.0,29977.17,29977.27,29976.37,29989.37,29965.2,29969.1,29981.5,29960,46872
incgraph\_6\_0.30\_5\_30\_1.60\_5\_3,5184.57,5134.97,5174.03,5164.47,5160.43,5161.23,5157.87,5163.33,5125,26616
incgraph\_6\_0.30\_5\_30\_1.60\_6\_3,27875.7,27869.23,27870.1,27869.43,27869.33,27869.5,27869.4,27869.37,27869,83008
incgraph\_6\_0.30\_5\_30\_1.60\_7\_3,32640.13,32566.37,32566.37,32567.87,32567.87,32550.33,32556.77,32620.07,32528,502007.7
incgraph\_6\_0.30\_5\_30\_1.60\_8\_3,9417.43,9425.03,9428.37,9422.63,9424.0,9416.33,9415.6,9437.73,9395,21.96
incgraph\_6\_0.30\_5\_30\_1.60\_9\_3,5795.1,5795.83,5795.07,5795.13,5795.27,5795.07,5795.1,5795.13,5795,5835
incgraph\_6\_0.30\_5\_30\_1.60\_10\_3,27780.17,27703.67,27709.27,27709.33,27749.97,27725.87,27729.53,27737.5,27686,63488
,,,,,,,,,,
incgraph\_13\_0.06\_5\_30\_1.20\_2\_3,3306.87,3304.97,3307.7,3306.87,3304.63,3306.87,3306.47,3305.93,3301,2415
incgraph\_13\_0.06\_5\_30\_1.60\_1\_3,4066.47,4055.43,4067.13,4070.27,4068.3,4066.67,4069.93,4072.23,4017,24.71
incgraph\_13\_0.06\_5\_30\_1.60\_2\_3,5285.9,5266.33,5274.6,5273.1,5279.9,5279.77,5277.7,5273.37,5183,15338
incgraph\_13\_0.06\_5\_30\_1.60\_3\_3,4195.83,4168.13,4191.77,4192.3,4190.87,4193.2,4192.47,4193.13,4148,5946
incgraph\_13\_0.06\_5\_30\_1.60\_4\_3,3513.77,3508.37,3517.67,3519.27,3522.17,3512.0,3515.17,3521.23,3478,10479
incgraph\_13\_0.06\_5\_30\_1.60\_5\_3,2505.37,2487.37,2503.07,2501.33,2496.43,2503.33,2501.2,2497.6,2464,3441
incgraph\_13\_0.06\_5\_30\_1.60\_6\_3,3796.03,3788.4,3790.43,3784.1,3784.13,3778.37,3784.17,3781.6,3742,26012
incgraph\_13\_0.06\_5\_30\_1.60\_7\_3,3982.07,3949.2,3966.4,3966.27,3977.63,3981.17,3978.93,3974.43,3906,32438
